,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,색상,재질,인테리어
481,713,184670,하우스데이 이동식파티션2단 체크그린(방염원단)블랙,137750,184526861,False,5,,,False,,0,,NULL,폴리에스텔,NULL
482,714,184670,"야외 베란다 꽃 화 파티션 화분 일체형 정원 인테리어, 탄화 메쉬 화분 65 × 150 大",116800,1793910249,False,0,,,False,,0,,NULL,NULL,NULL
483,718,184670,"아이베란다 레드파인 라인 원목파티션, 5.ㅛ자 키높이 지지대_2개1세트",16000,92625851,False,0,1.0,1.0,False,,"6,000",,NULL,NULL,NULL
484,719,184670,"[천삼백케이] [까사마루] 행거걸이, 블랙",6000,4500059545,False,0,,,False,,0,,NULL,NULL,NULL
485,722,184670,"[한샘x스파이더락] 스페이스플러스 철제파티션 ACC 다용도선반, 화이트",9370,2170765370,False,3,,,False,한샘,"3,000",,NULL,NULL,NULL
486,723,184670,"천연 대나무 파티션 베란다 발코니 거실 식당 침실 스크린 현관 단단한 나무 가림막 가벽, 내추럴",40000,2094603530,False,0,,,False,,"22,000",,NULL,NULL,NULL
487,724,184670,"아트박스/까사라움 까사라움 설화 원목 4단 접이식 인테리어 파티션 3color, 블랙",119000,1523896110,False,17,4.0,3.0,False,,0,3.0,NULL,NULL,NULL
488,725,184670,"소프시스 파티션 행거 660, 화이트",44870,307028367,True,31,4.5,8.0,False,소프시스,0,5.0,NULL,NULL,NULL
489,727,184670,책상 3단 가림판 화일 A4 가림막 파티션 개인위생 OA>231EA,710,5045053377,False,0,,,False,,"3,000",,NULL,NULL,NULL
490,728,184670,"하우홈 인테리어벽지 30M, 그레이",75200,4713365957,False,6,4.5,3.0,False,하우홈,0,3.0,NULL,NULL,NULL
491,733,184670,"철재이동형병원칸막이 업소용파티션 1단 철재이동형병원칸막이, 아이보리",118800,166494380,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL
492,734,184670,"공간분리 원목 엘리아 2단 파티션 칸막이, 화이트",79000,4589995723,False,22,2.0,1.0,False,투플레이스,"10,000",1.0,NULL,NULL,NULL
493,735,184670,"[에일리] 발리 이동형 2단 원목 파티션 까페 칸막이, 화이트",135000,1921882984,False,0,2.5,3.0,False,,"12,000",3.0,NULL,NULL,NULL
494,736,184670,대형 마이세라앤아트 민화도안 / 일월오봉도병풍,23000,4918933964,False,0,,,False,,0,,NULL,NULL,NULL
495,738,184670,"불투명 아크릴 칸막이 학교 은행 관공서 등, 기본형(이동형)",28000,2201158565,False,0,,,False,,0,,NULL,NULL,NULL
496,739,184670,식당 비대면 학교 회사 가림막 위생칸막이 4인용 방역 비말차단 투명 칸막이 식탁,48920,5030180853,False,0,,,False,,"5,000",,NULL,NULL,NULL
497,740,184670,"스텔라홈퍼니싱 빈티지 올갤러리 파티션, 빈티지 3폭(소)",112000,1765968253,False,0,,,False,,0,,NULL,NULL,NULL
498,741,184670,생활의지혜 식당용칸막이 폭 120 x 높이 97 cm 040-405 인테리어파티션.비규격생산가능,85000,171123888,False,0,5.0,1.0,False,,착불배송,,NULL,인테리어파티션,
499,742,184670,"[삼익가구]루이 인테리어 가벽 철제 파티션(넓은간격가로폭 618), 월넛",109900,5197137793,False,68,,,False,삼익가구,착불배송,,NULL,NULL,NULL
500,743,184670,투명칸막이 미디 폴리 칸막이아크릴칸막이 사무실칸막이 투명가림막 학교 유치원 식당칸막이 비말 위생 투명가림판 투명 아크릴 판막이,24500,4883563026,False,23,,,False,,"4,000",,NULL,NULL,NULL
501,745,184670,"타공판닷컴 철제 파티션 가로 60cm x 높이 110cm + 가로 60cm x 높이 110cm 세트, 화이트",175330,1911240981,True,11,5.0,1.0,False,,0,1.0,NULL,NULL,NULL
502,748,184670,"모디디 하운드 3단 파티션 NY-10116-3BK, 블랙",77430,116199227,True,0,4.5,2.0,False,,0,,NULL,NULL,NULL
503,752,184670,"프리미엄 신상품 안전파티션 AS310 아쿠아 강화유리 파티션 600 욕실칸막이 샤워부스 총알배송, 건식파티션",162390,5246187864,False,1,,,False,,착불배송,,NULL,NULL,NULL
504,753,184670,"투플레이스 에린 3단 인테리어 파티션, 화이트",139000,293499345,False,0,3.0,2.0,False,투플레이스,"10,000",1.0,NULL,NULL,NULL
505,754,184670,"[삼익가구]루이 인테리어 가벽 철제 파티션(좁은간격가로폭 373), 화이트",99900,5197137267,False,64,,,False,삼익가구,착불배송,,NULL,NULL,NULL
506,755,184670,"테라스 천가림막 파티션 사생활보호, 블랙",29900,2123422782,False,0,5.0,2.0,False,이케아,0,2.0,NULL,NULL,사생활보호
507,756,184670,"시나브로129 투명아크릴 조립부속품 5종 안티 비말 칸막이 부품 급식 식당 책상 가림막, L자 연결대 6개",12950,1473912358,False,0,5.0,6.0,False,,"2,500",3.0,NULL,NULL,NULL
508,758,184670,편의점 가림막 / 천정형 아크릴 파티션 / 칸막이,16300,4970941187,False,0,,,False,,0,,NULL,NULL,NULL
509,759,184670,"동양칸막이 3단 병원칸막이 스크린 다용도 초경량 알루미늄 가림막, 그린",198000,174583874,False,0,,,False,,"20,000",,NULL,NULL,NULL
510,761,184670,"해피데이 대나무 4단 2칸 파티션, 원색, 1개",126400,580011,False,0,5.0,2.0,False,해피데이,착불배송,,베이지,원목,NULL
511,762,184670,"더준 수능칸막이 수능가림막 식당칸막이 책상가림막, 고정테이프",1000,4507068467,False,0,5.0,1.0,False,더준,"3,000",1.0,NULL,NULL,NULL
512,766,184670,"남도공예 전통배접표구 제사용병풍 6폭 8폭 병풍, 1개, 32_팔상도 - 옥비단 8폭병풍",229000,38717348,False,0,4.0,15.0,False,,0,3.0,NULL,전통배접표구,NULL
513,767,184670,"카미코코 1200 1단 2단 3단 우드파티션 칸막이 가리개, 1200 올화이트 2단 (420)",39900,1173062311,False,0,3.5,4.0,False,,착불배송,4.0,NULL,NULL,NULL
514,768,184670,"카미코코 1500 1단 2단 3단 우드파티션 칸막이 가리개, 1500 아카시아 3단 투톤(420)",71900,1173062259,False,0,,,False,,착불배송,,NULL,NULL,NULL
515,769,184670,"베스트리빙 다용도 스틸 파티션 중, 화이트(NY-10011-WH)",46950,29716998,True,0,3.5,43.0,False,베스트리빙,0,3.0,화이트,철제,NULL
516,770,184670,향림공예 6폭 미니 병풍 제사용품,135000,184913207,False,1,5.0,2.0,False,,0,,NULL,NULL,NULL
517,771,184670,"경량칸막이 원룸가벽 인테리어가벽 원룸공간분리, 5파티션 2M 1.8M",126200,1632246950,False,0,,,False,UNKNOWN,0,,NULL,NULL,NULL
518,772,184670,"디모토 빈티지 잎새 미니 4단 원목 파티션 칸막이 (스카이그레이), 스카이그레이",119000,307146892,False,0,4.0,1.0,False,,"10,000",1.0,NULL,NULL,NULL
519,775,184670,"북유럽 일러스트 북유럽 패브릭 침실 파티션 원룸 공간분리 인테리어가벽 카페칸막이 이동식파티션, 북유럽 꽃 A 120*180",73400,5069133829,False,0,,,False,,0,,NULL,NULL,NULL
520,776,184670,"제이에스글로벌 비대면 안심가리막 소형, 실버",63900,5190949708,True,0,,,False,,0,,NULL,NULL,NULL
521,777,184670,"가구야히메 원목 갤러리 패널 파티션 2단, 내추럴",77000,23664664,False,12,4.0,11.0,False,가구야히메,0,1.0,베이지,원목,NULL
522,778,184670,"하우홈 인테리어벽지 20M, 그레이",55700,4713366048,False,6,4.0,1.0,False,하우홈,0,1.0,NULL,NULL,NULL
523,779,184670,"파티션 유럽식 병풍 칸막이 거실 침실 가리는 가정용 접이식 이동 사무실 장식 심플 모던 접이식병풍, T03-5부채 방수 불투명 2.0미터너비 *1.8미터높",140000,4673359394,False,0,,,False,,"7,000",,NULL,NULL,NULL
524,780,184670,"셀프 가벽 만들기 접이식 파티션 이동식 칸막이 인테리어 주방 거실 카페 원목, A12",49700,5039841656,False,13,,,False,,0,,NULL,NULL,NULL
525,781,184670,PP 개인위생가림판 날개형 3단 접이식 가림막,3550,1508653978,False,0,,,False,,"3,000",,NULL,NULL,NULL
526,782,184670,"레트로하우스 틴우드 타공판 철제파티션 1200 (스탠드), 블랙",104000,298365424,False,42,3.0,3.0,False,레트로하우스,착불배송,3.0,NULL,NULL,NULL
527,783,184670,"T 파티션 4단 접이식, 화이트/하단부(스톱퍼이동식)",262000,172947430,False,4,5.0,4.0,False,그루브,0,3.0,화이트,알루미늄,NULL
528,784,184670,"베스트리빙 매화 원목 파티션/3단파티션/4단파티션/칸막이, 4단, 블랙",105900,2305477967,False,0,5.0,1.0,False,베스트리빙,0,1.0,NULL,NULL,NULL
529,786,184670,생활의지혜 가림막파티션 폭120 x 높이 120 cm 701-519 광폭파티션. 비규격생산가능,90000,171092305,False,0,3.0,1.0,False,,착불배송,,NULL,실크 벽지 디자인,NULL
530,787,184670,"라탄 파티션 맞춤 후지편 패브릭 병풍 칸막이 폴딩 호텔 양생다방 거실사무 방수 현관 중식 접이 스크린, 01 단면높이 150x 너비 50cm",175550,4551035008,False,0,,,False,,0,,NULL,NULL,NULL
531,788,184670,435710 / 플라스틱 서랍 파티션 분배기 무료 조합 스토리지 주최자 액세서리,24200,4579371449,False,0,,,False,UNKNOWN,"5,000",,NULL,NULL,NULL
532,789,184670,"쁘레또 사각라인 미니 2단 파티션 인테리어 까페 칸막이, 미니2단파티션(1200)",78000,1464845530,False,0,3.5,2.0,False,,"10,000",2.0,NULL,NULL,NULL
533,790,184670,"카미코코 1500 1단 2단 3단 우드파티션 칸막이 가리개, 1500 워시 2단 투톤(620)",59900,1173062232,False,0,5.0,2.0,False,,착불배송,1.0,NULL,NULL,NULL
534,791,184670,"박씨상방 옥비단 반야심경 6폭병풍+버팀고무 받침대증정/병풍/제사용병풍, 상세설명 참조",213900,271268335,False,7,4.5,2.0,False,박씨상방,0,2.0,NULL,NULL,NULL
535,792,184670,"아이베란다 레드파인 3단 접이식 원목파티션, 3단접이식 파티션_1500x1800mm(지지대별도)",190800,216706118,False,0,5.0,4.0,False,,"6,000",2.0,NULL,NULL,NULL
536,793,184670,"[수도권 5일 로켓배송+신상품 할인] 포더홈 레인 공간분리 인테리어 가벽 파티션 941mm (C type), 화이트",216900,4854848087,False,60,,,False,포더홈,0,,화이트,합성목재,모던/심플
537,794,184670,"셀프 인테리어 공간분리 원룸 가벽 칸막이 대나무 원목 파티션, 대나무 파티션",91000,4508101180,False,6,2.0,1.0,False,,0,1.0,NULL,NULL,NULL
538,795,184670,"철재이동형병원칸막이 업소용파티션 2단 철재이동형병원칸막이, 연청",198800,166476381,False,0,,,False,,0,,NULL,NULL,NULL
539,796,184670,"베스트리빙 [리퍼상품]액자 4단 파티션/칸막이, 내츄럴",69900,1649597767,False,49,,,False,베스트리빙,0,,NULL,NULL,NULL
540,798,184670,"남원은행공방 6폭 8폭 병풍 제사병풍 미니병풍 추사산수 반야심경 산수화 추사체 비단병풍, 1개, 6폭 미니병풍(추사체+산수화)",120000,1261957593,False,25,4.5,5.0,False,남원은행공방,0,2.0,NULL,NULL,NULL
541,800,184670,"디모토 빈티지 모던 잎새 3단 파티션 칸막이 (인디핑크), 인디핑크",85000,222174395,False,0,,,False,,"10,000",,NULL,NULL,NULL
542,802,184670,헤이안신도 메쉬 파티션행거 TNP-1 파티션,49000,92903256,False,0,5.0,3.0,False,헤이안신도,0,1.0,NULL,NULL,NULL
543,804,184670,"동양파티션 원목파티션 홀용 8각5칸 사군자5칸 무제5칸 파티션 홍송(모델명: NH5 - AH NH5-BH NH5-CH ), 홀용8각5칸 홍송(NH5-AH)",137000,4816059461,False,0,5.0,1.0,False,,"13,000",1.0,NULL,NULL,NULL
544,805,184670,파티션Bin D(45) 227x55x92mm/파티션걸이 68x52mm P/S:5B3917 JH+7435EA,6800,5121280201,False,0,,,False,,"3,000",,NULL,NULL,NULL
545,806,184670,"틴우드 유리 철제파티션 800 (스탠드), 블랙",89000,4879689161,False,53,5.0,1.0,False,레트로하우스,착불배송,1.0,NULL,NULL,NULL
546,807,184670,"아이베란다 아크릴 원목파티션 2단일체형(투명 반투명), 지지대선택, ㅛ자 지지대(2개 1세트)_대",15000,9381618,False,0,4.0,69.0,False,,"6,000",2.0,NULL,NULL,NULL
547,808,184670,"타공판 가벽 인테리어 철제파티션 가로 800mm x 세로 1400mm 2p, 화이트",281000,1959336186,True,0,,,False,,0,,NULL,NULL,NULL
548,812,184670,"독립형 흡음파티션 130CM PM403, M116",145350,1965221120,False,5,,,False,,0,,NULL,NULL,NULL
549,813,184670,투명칸막이 미디 폴리 칸막이아크릴칸막이 사무실칸막이 투명가림막 학교 유치원 식당칸막이 비말 위생 투명가림판 투명 아크릴 판막이,18500,4891258672,False,26,,,False,,"4,000",,투명,아크릴 폴리 카보네이트,NULL
550,814,184670,"아트박스/아르네스튜디오 데니쉬 버드나무 원목 거실장 1800 A타입 월넛, 월넛/골드",445500,2162627348,False,23,,,False,아르네스튜디오,착불배송,,NULL,NULL,NULL
551,815,184670,생활의지혜 이동식칸막이 폭 120 x 높이 93 cm 506-527 광폭파티션. 비규격생산가능,80000,180588701,False,0,5.0,1.0,False,,착불배송,,NULL,실크벽지,NULL
552,816,184670,올더까사 실루엣 격자원목 3단가리개(대) 파티션,185300,45888235,False,0,,,False,,0,,베이지,캔버스원단,NULL
553,817,184670,"필웰 무노 파티션 신발장 겸 수납장 세트, 메이플",165300,335803968,False,5,5.0,1.0,False,필웰,0,,NULL,NULL,NULL
554,818,184670,하우스데이 이동식파티션1단 슈만그레이(방염원단)화이트,71250,184519671,False,5,5.0,1.0,False,,0,1.0,NULL,폴리에스텔,NULL
555,819,184670,"손 재봉틀 DIY 가죽 공예 야채 무두질 가죽 도구 바느질 재봉 송곳 스틱 가죽 조각 다이아몬드 손 재봉틀 실 장치 가죽 조각 다이아몬드 손 재봉틀 실 장치 가죽 수동 재봉틀, 상품상세참조, 상품상세참조",20420,5068053831,False,0,,,False,,0,,상품상세참조,상품상세참조,상품상세참조
556,821,184670,아크릴 가림막 식당 학교 관공서 칸막이 600x600 3T,22000,5189991199,False,0,,,False,,"4,000",,NULL,NULL,NULL
557,822,184670,"방역가림막 상담실 비말차단 식당 투명칸막이 1인용, 일반형3T",14800,4338257494,False,0,,,False,,"5,000",,NULL,NULL,NULL
558,823,184670,"마루칸 벽면 파티션 칸막이, 1700벽면2단",50000,2001396915,False,0,,,False,마루칸,"6,000",,NULL,NULL,NULL
559,824,184670,"빈티지 모던 네모 3단 파티션 (1600) 칸막이 까페파티션, 딥그레이블루",95000,4822136549,False,0,5.0,1.0,False,,"10,000",1.0,NULL,NULL,NULL
560,826,184670,"F 파티션 3단 방염천, 블루하트/하단부(고정식)",166000,172832066,False,24,5.0,1.0,False,그루브,0,1.0,블루하트,알루미늄,NULL
561,827,184670,"원룸 공간분리 인테리어가벽 카페칸막이 이동식파티션, B타입 80x180",52000,4896520097,False,0,,,False,,0,,NULL,NULL,NULL
562,828,184670,"고품격 자바라 SH-106 버티칼, 불투명글라스",1000,17321682,False,0,5.0,2.0,False,,"8,800",1.0,NULL,NULL,모던/심플
563,830,184670,"파티션 사무실테이블 가림막 책상 칸막이 흡음 테이블위 사무실 분리 작엄 위, T22-30*100cm(워터그레이)",24100,1974983152,False,0,,,False,,0,,NULL,NULL,NULL
564,831,184670,"레트로하우스 틴우드 아쿠아유리 철제파티션 600 (스탠드), 블랙",94000,1383309091,False,47,4.0,1.0,False,레트로하우스,착불배송,1.0,NULL,NULL,NULL
565,832,184670,HMH 고투명 3단 책상 가림판 급식실 겸용 가림막 O ET+0218EA,8300,5258831674,False,0,,,False,,0,,NULL,NULL,NULL
566,833,184670,"치킨 와이어 미니 원목 타공 파티션 / 까페 칸막이, 스카이그레이",95000,1606713336,False,0,,,False,,"10,000",,NULL,NULL,NULL
567,835,184670,"셀프가벽만들기 원룸파티션 원목가벽 공간분리, 간단한 화면 + 모으다",85000,1590788853,False,2,,,False,,"20,000",,NULL,NULL,NULL
568,836,184670,"북유럽 연철 스크린 거실 파티션 가벽 인테리어, 221 260CM 6개세트",228400,1594828824,False,0,,,False,UNKNOWN,0,,NULL,NULL,NULL
569,837,184670,"[한샘x스파이더락] 스페이스플러스 철제파티션 ACC 북홀더, 블랙",5900,2170766324,False,31,,,False,한샘,"3,000",,NULL,NULL,NULL
570,838,184670,"아트박스/까사라움 까사라움 패턴 원목 2단 이동 접이식 인테리어 파티션, 본품",82000,1678514246,False,0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL
571,840,184670,케이디자인 급식실 회의실 교실 책상 가림막 고투명PP소재 칸막이,3950,1583774218,False,5,5.0,1.0,False,,"3,500",1.0,NULL,NULL,NULL
572,842,184670,"독립형 흡음파티션 156CM PM404, M116",169100,1965215837,False,5,,,False,,0,,NULL,NULL,NULL
573,843,184670,가림막 가림판 파티션 칸막이 식당 카페 음식점 학교 학원 PP 미디피피,3480,4838804434,False,0,,,False,,"4,000",,NULL,NULL,NULL
574,844,184670,"HOOM 대나무 파티션 접이식 병풍 공간분리 인테리어 원목, 연한원목4짝200x50",160000,2171310454,False,0,,,False,,"12,000",,NULL,NULL,NULL
575,847,184670,고정가능 비말차단 투명가림막 아크릴칸막이 4인용,45000,4573312943,False,0,,,False,,0,,NULL,NULL,NULL
576,848,184670,"데코지엔 패턴그리다 공간분리 인테리어 파티션, 패턴미니2단파티션",72000,307072089,False,0,3.5,6.0,False,,착불배송,1.0,NULL,NULL,NULL
577,849,184670,올더까사 알파벳 월넛 2단파티션(대) 파티션,168300,23172009,False,0,5.0,1.0,False,,"8,000",1.0,NULL,벽지원목,NULL
578,850,184670,"셀프가벽 접이식 인테리어파티션 원룸 주방 사무실 카페 공간분리 칸막이, BR",122900,5100441729,False,3,,,False,,"15,000",,NULL,NULL,NULL
579,851,184670,"타공판닷컴 가벽 인테리어 사무실 셀프 파티션 60 x 240 cm, 화이트",211200,1911882336,True,0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL
580,852,184670,"포스트모던 스틸 가벽 인테리어 공간분리 파티션 402, 화이트",95900,5144033967,False,31,,,False,포스트모던,0,,NULL,NULL,NULL
581,854,184670,"타공판닷컴 철제 파티션 가로 40cm x 높이 110cm + 가로 40cm x 높이 110cm 세트, 화이트",162500,1911241377,True,0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL
582,857,184670,"디모토 빈티지 잎새 미니 3단 파티션 칸막이 (인디핑크), 인디핑크",89000,235725438,False,0,3.0,1.0,False,,"10,000",,NULL,NULL,NULL
583,858,184670,"대나무파티션 일본풍 일식집 인테리어가벽 파티션, AA_전체 복장",59800,5132042632,False,0,,,False,,0,,NULL,NULL,NULL
584,859,184670,"은목 오리엔탈 동양화 4단 파티션 칸막이 공간분리, 블랙",136000,5191432782,False,20,,,False,,착불배송,,NULL,NULL,NULL
585,860,184670,"가구야히메 원목 패널 갤러리 3단 파티션 지지대포함, 하트 패널 3단-월넛",91000,23674493,False,20,4.5,22.0,False,가구야히메,"6,600",6.0,브라운,원목,NULL
586,863,184670,"파티션 바퀴달린 작업장 접이식병풍 쑥뜸 미용실 칸막이 병풍 여닫이문 사무실 바람막이 새로운중국풍의 접이식, T01-C71-블루 3개팬(두꺼운 프레임 2중패브릭)",65700,4596419543,False,0,,,False,,"7,000",,NULL,NULL,NULL
587,864,184670,"[까사라움] 하프갤러리 원목 4단 접이식 인테리어 낮은 파티션 화이트, 상세 설명 참조",138000,1523895863,False,0,4.5,3.0,False,,0,3.0,NULL,NULL,NULL
588,867,184670,"조앤1_비말차단 방역 투명칸막이 안전가림막 상담실 1인용 아크릴칸막이 투명가림막 학생가림판 투명가림판 공공기관파티션TW+3871ML, Σ선택_창구형3T",31230,5169095729,False,36,,,False,,0,,NULL,NULL,NULL
589,868,184670,"인테리어 골드 철제 파티션 무타공 공간분리 거실 주방 가리개 현관 원룸 사무실 셀프 가벽 만들기 기둥 벽 장식, D. 1개, 높이221-250cm (4개이상 주문가능)",32200,5232647976,False,60,,,False,노브랜드,0,,NULL,NULL,NULL
590,869,184670,"신화공방 인테리어 파티션 칸막이 이동식파티션 원목접이식파티션 가림막 스틸타공파티션, 01)스토리, 월넛",124750,2097528460,False,7,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL
591,870,184670,"비말차단 칸막이 가림막 투명 가림판 파티션 책상 식당 테이블 깨지지않는 차단막 3T, 전면450",13640,5070965897,False,0,5.0,1.0,False,,"4,000",1.0,NULL,NULL,NULL
592,871,184670,"부식이나 변색이 없는 욕실 파티션, 투명 600",147000,4617731204,False,0,,,False,,0,,NULL,NULL,모던/심플
593,874,184670,"수능 가벽 타공판 경량 주방 안방 현관 신발장 이동식 낮은 인테리어 철망 파티션 방나누기 셀프 칸막이, 갈색",109400,2321148732,False,0,,,False,,0,,NULL,NULL,NULL
594,875,184670,"[솔향기를머금은가구] 아네트 3폭 파티션(대)/파티션/원목파티션/갤러리파티션/인테리어파티션, 전체색:화이트",138600,245058932,False,10,,,False,,0,,NULL,NULL,NULL
595,877,184670,"vV0Vv서랍정리 인테리어 칸막이 잘라쓰는 DIY 서랍 파티션 DD-10538 인테리어파티션 접이식파티션 이동식파티션 서랍정리 공간분리II0lI, lIl화이트lIl",5390,5284972043,False,0,,,False,,0,,NULL,NULL,NULL
596,878,184670,동아측기 테이블 안전 칸막이(1인용)70x50,27000,5149301242,False,0,,,False,,"4,000",,NULL,NULL,NULL
597,879,184670,"가구엔 알루미늄2단병원이동칸막이 칸막이 파티션, 연청",135500,228805844,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL
598,881,184670,위생투명칸막이 위생칸막이 비대면칸막이 네일위생파티션,45000,1419674418,False,0,3.0,1.0,False,,0,1.0,NULL,NULL,NULL
599,883,184670,"카미코코 1200 1단 2단 3단 우드파티션 칸막이 가리개, 1200 올워시 2단 (420)",39900,1173062239,False,0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL
600,886,184670,"마켓_비바로드강의실 안티비말 칸막이 학교 학원 책상 차단 가림막 투명파티션 아크릴칸막이 투명가림판 칸막이 상담실칸막이[부재시_문자요망], _좋은_소형(60x45x29cm)",17110,4720102078,False,39,,,False,,0,,NULL,NULL,NULL
601,887,184670,생활의지혜 인테리어파티션 폭 90 x 높이 150 cm 503-607 원목파티션. 비규격생산가능,100000,209074618,False,0,5.0,1.0,False,,착불배송,1.0,NULL,원목파티션,NULL
